violation_code,violation_status,grade,program_element_pe,service_code,risk_level,month,weekday
21,0.0,0.0,1638,1.0,2.0,2,4
38,0.0,0.0,1638,1.0,2.0,2,4
42,0.0,0.0,1631,1.0,0.0,2,4
40,0.0,0.0,1631,1.0,0.0,2,4
23,0.0,0.0,1631,1.0,0.0,2,4
21,0.0,0.0,1631,1.0,0.0,2,4
50,0.0,0.0,1631,1.0,0.0,2,4
35,0.0,0.0,1631,1.0,0.0,2,4
33,0.0,0.0,1631,1.0,0.0,2,4
31,0.0,0.0,1631,1.0,0.0,2,4
50,0.0,0.0,1632,1.0,2.0,2,4
44,0.0,0.0,1632,1.0,2.0,2,4
33,0.0,0.0,1632,1.0,2.0,2,4
34,0.0,0.0,1632,1.0,2.0,2,4
42,0.0,0.0,1632,1.0,2.0,2,4
31,0.0,0.0,1632,1.0,2.0,2,4
28,0.0,0.0,1632,1.0,2.0,2,4
35,0.0,0.0,1632,1.0,2.0,2,4
41,0.0,0.0,1632,1.0,2.0,2,4
42,0.0,0.0,1641,1.0,2.0,2,4
33,0.0,0.0,1641,1.0,2.0,2,4
6,0.0,0.0,1641,1.0,2.0,2,4
31,0.0,0.0,1641,1.0,2.0,2,4
35,0.0,0.0,1641,1.0,2.0,2,4
21,0.0,0.0,1641,1.0,2.0,2,4
42,0.0,2.0,1641,1.0,2.0,2,4
7,0.0,2.0,1641,1.0,2.0,2,4
25,0.0,2.0,1641,1.0,2.0,2,4
34,0.0,2.0,1641,1.0,2.0,2,4
53,0.0,2.0,1641,1.0,2.0,2,4
13,0.0,2.0,1641,1.0,2.0,2,4
33,0.0,2.0,1641,1.0,2.0,2,4
5,0.0,2.0,1641,1.0,2.0,2,4
6,0.0,2.0,1641,1.0,2.0,2,4
27,0.0,2.0,1641,1.0,2.0,2,4
35,0.0,2.0,1641,1.0,2.0,2,4
50,0.0,2.0,1641,1.0,2.0,2,4
52,0.0,2.0,1641,1.0,2.0,2,4
41,0.0,2.0,1641,1.0,2.0,2,4
44,0.0,2.0,1641,1.0,2.0,2,4
31,0.0,2.0,1641,1.0,2.0,2,4
42,0.0,0.0,1638,1.0,2.0,2,4
31,0.0,0.0,1638,1.0,2.0,2,4
34,0.0,0.0,1638,1.0,2.0,2,4
34,0.0,0.0,1631,1.0,0.0,2,4
31,0.0,0.0,1631,1.0,0.0,2,4
35,0.0,0.0,1631,1.0,0.0,2,4
33,0.0,0.0,1631,1.0,0.0,2,4
42,0.0,0.0,1631,1.0,0.0,2,4
50,0.0,0.0,1631,1.0,0.0,2,4
34,0.0,0.0,1631,1.0,0.0,2,4
39,0.0,0.0,1631,1.0,0.0,2,4
5,0.0,0.0,1631,1.0,0.0,2,4
35,0.0,0.0,1631,1.0,0.0,2,4
42,0.0,0.0,1638,1.0,2.0,2,4
28,0.0,0.0,1638,1.0,2.0,2,4
27,0.0,0.0,1638,1.0,2.0,2,4
13,0.0,0.0,1638,1.0,2.0,2,4
5,0.0,0.0,1638,1.0,2.0,2,4
38,0.0,0.0,1638,1.0,2.0,2,4
34,0.0,0.0,1638,1.0,2.0,2,4
31,0.0,0.0,1638,1.0,2.0,2,4
35,0.0,0.0,1632,1.0,2.0,2,4
25,0.0,0.0,1632,1.0,2.0,2,4
42,0.0,0.0,1632,1.0,2.0,2,4
5,0.0,0.0,1632,1.0,2.0,2,4
21,0.0,0.0,1632,1.0,2.0,2,4
33,0.0,0.0,1632,1.0,2.0,2,4
38,0.0,0.0,1636,1.0,1.0,2,4
27,0.0,0.0,1636,1.0,1.0,2,4
34,0.0,0.0,1636,1.0,1.0,2,4
31,0.0,0.0,1636,1.0,1.0,2,4
28,0.0,0.0,1636,1.0,1.0,2,4
42,0.0,0.0,1636,1.0,1.0,2,4
35,0.0,0.0,1635,1.0,2.0,2,4
37,0.0,0.0,1635,1.0,2.0,2,4
32,0.0,0.0,1635,1.0,2.0,2,4
33,0.0,0.0,1635,1.0,2.0,2,4
33,0.0,0.0,1638,1.0,2.0,2,4
41,0.0,0.0,1638,1.0,2.0,2,4
27,0.0,0.0,1638,1.0,2.0,2,4
13,0.0,0.0,1638,1.0,2.0,2,4
32,0.0,0.0,1632,1.0,2.0,2,4
31,0.0,0.0,1632,1.0,2.0,2,4
42,0.0,0.0,1632,1.0,2.0,2,4
37,0.0,0.0,1632,1.0,2.0,2,4
38,0.0,0.0,1632,1.0,2.0,2,4
4,0.0,0.0,1632,1.0,2.0,2,4
33,0.0,0.0,1632,1.0,2.0,2,4
6,0.0,0.0,1632,1.0,2.0,2,4
47,0.0,0.0,1632,1.0,2.0,2,4
33,0.0,0.0,1631,1.0,0.0,2,4
42,0.0,0.0,1631,1.0,0.0,2,4
7,0.0,0.0,1631,1.0,0.0,2,4
35,0.0,0.0,1631,1.0,0.0,2,4
33,0.0,0.0,1635,1.0,2.0,2,4
42,0.0,0.0,1635,1.0,2.0,2,4
34,0.0,0.0,1635,1.0,2.0,2,4
35,0.0,0.0,1635,1.0,2.0,2,4
28,0.0,0.0,1635,1.0,2.0,2,4
5,0.0,0.0,1610,1.0,1.0,2,4
42,0.0,0.0,1610,1.0,1.0,2,4
41,0.0,0.0,1635,1.0,2.0,2,4
34,0.0,0.0,1635,1.0,2.0,2,4
42,0.0,0.0,1635,1.0,2.0,2,4
36,0.0,0.0,1635,1.0,2.0,2,4
50,0.0,0.0,1632,1.0,2.0,8,0
42,0.0,0.0,1635,1.0,2.0,2,4
41,0.0,0.0,1635,1.0,2.0,2,4
31,0.0,0.0,1635,1.0,2.0,2,4
38,0.0,0.0,1630,1.0,1.0,2,4
51,0.0,0.0,1630,1.0,1.0,2,4
42,0.0,0.0,1630,1.0,1.0,2,4
35,0.0,0.0,1630,1.0,1.0,2,4
37,0.0,0.0,1635,1.0,2.0,2,4
42,0.0,0.0,1635,1.0,2.0,2,4
27,0.0,0.0,1635,1.0,2.0,2,4
31,0.0,0.0,1635,1.0,2.0,2,4
28,0.0,0.0,1635,1.0,2.0,2,4
33,0.0,0.0,1635,1.0,2.0,2,4
35,0.0,0.0,1635,1.0,2.0,2,4
27,0.0,0.0,1635,1.0,2.0,2,4
41,0.0,0.0,1635,1.0,2.0,2,4
42,0.0,0.0,1635,1.0,2.0,2,4
31,0.0,0.0,1635,1.0,2.0,2,4
41,0.0,0.0,1638,1.0,2.0,2,3
34,0.0,0.0,1638,1.0,2.0,2,3
6,0.0,0.0,1638,1.0,2.0,2,3
28,0.0,0.0,1638,1.0,2.0,2,3
41,0.0,0.0,1631,1.0,0.0,2,3
35,0.0,0.0,1631,1.0,0.0,2,3
40,0.0,0.0,1631,1.0,0.0,2,3
38,0.0,0.0,1631,1.0,0.0,2,3
50,0.0,0.0,1631,1.0,0.0,2,3
42,0.0,0.0,1634,1.0,0.0,2,3
31,0.0,0.0,1634,1.0,0.0,2,3
5,0.0,0.0,1634,1.0,0.0,2,3
35,0.0,0.0,1634,1.0,0.0,2,3
38,0.0,0.0,1631,1.0,0.0,2,3
37,0.0,0.0,1631,1.0,0.0,2,3
27,0.0,0.0,1631,1.0,0.0,2,3
53,0.0,0.0,1631,1.0,0.0,2,3
44,0.0,0.0,1631,1.0,0.0,2,3
32,0.0,0.0,1631,1.0,0.0,2,3
38,0.0,0.0,1631,1.0,0.0,2,3
33,0.0,0.0,1631,1.0,0.0,2,3
25,0.0,0.0,1631,1.0,0.0,2,3
24,0.0,0.0,1638,1.0,2.0,2,3
35,0.0,0.0,1638,1.0,2.0,2,3
31,0.0,0.0,1638,1.0,2.0,2,3
33,0.0,0.0,1638,1.0,2.0,2,3
37,0.0,0.0,1638,1.0,2.0,2,3
41,0.0,0.0,1638,1.0,2.0,2,3
42,0.0,0.0,1638,1.0,2.0,2,3
31,0.0,0.0,1635,1.0,2.0,2,3
42,0.0,0.0,1635,1.0,2.0,2,3
13,0.0,0.0,1635,1.0,2.0,2,3
33,0.0,0.0,1635,1.0,2.0,2,3
25,0.0,0.0,1635,1.0,2.0,2,3
38,0.0,0.0,1635,1.0,2.0,2,3
37,0.0,0.0,1635,1.0,2.0,2,3
56,0.0,0.0,1635,1.0,2.0,2,3
41,0.0,0.0,1631,1.0,0.0,2,3
36,0.0,0.0,1631,1.0,0.0,2,3
50,0.0,0.0,1631,1.0,0.0,2,3
13,0.0,0.0,1634,1.0,0.0,2,3
33,0.0,0.0,1634,1.0,0.0,2,3
41,0.0,0.0,1634,1.0,0.0,2,3
31,0.0,0.0,1634,1.0,0.0,2,3
35,0.0,0.0,1634,1.0,0.0,2,3
41,0.0,0.0,1631,1.0,0.0,2,3
37,0.0,0.0,1631,1.0,0.0,2,3
5,0.0,0.0,1631,1.0,0.0,2,3
34,0.0,0.0,1638,1.0,2.0,2,3
38,0.0,0.0,1638,1.0,2.0,2,3
35,0.0,0.0,1638,1.0,2.0,2,3
42,0.0,0.0,1638,1.0,2.0,2,3
13,0.0,1.0,1632,1.0,2.0,2,3
33,0.0,0.0,1638,1.0,2.0,2,3
31,0.0,0.0,1638,1.0,2.0,2,3
31,0.0,1.0,1638,1.0,2.0,2,3
32,0.0,1.0,1638,1.0,2.0,2,3
47,0.0,1.0,1638,1.0,2.0,2,3
33,0.0,1.0,1638,1.0,2.0,2,3
35,0.0,1.0,1638,1.0,2.0,2,3
42,0.0,1.0,1638,1.0,2.0,2,3
25,0.0,1.0,1638,1.0,2.0,2,3
52,0.0,1.0,1638,1.0,2.0,2,3
24,0.0,1.0,1638,1.0,2.0,2,3
8,0.0,1.0,1638,1.0,2.0,2,3
21,0.0,1.0,1638,1.0,2.0,2,3
6,0.0,1.0,1638,1.0,2.0,2,3
21,0.0,1.0,1641,1.0,2.0,2,3
31,0.0,0.0,1631,1.0,0.0,2,3
5,0.0,0.0,1631,1.0,0.0,2,3
21,0.0,0.0,1631,1.0,0.0,2,3
42,0.0,0.0,1631,1.0,0.0,2,3
5,0.0,0.0,1635,1.0,2.0,2,3
41,0.0,0.0,1635,1.0,2.0,2,3
40,0.0,0.0,1635,1.0,2.0,2,3
31,0.0,0.0,1634,1.0,0.0,2,3
34,0.0,0.0,1634,1.0,0.0,2,3
42,0.0,0.0,1634,1.0,0.0,2,3
37,0.0,0.0,1634,1.0,0.0,2,3
38,0.0,0.0,1634,1.0,0.0,2,3
35,0.0,0.0,1634,1.0,0.0,2,3
3,0.0,0.0,1634,1.0,0.0,2,3
33,0.0,0.0,1631,1.0,0.0,2,3
51,0.0,0.0,1631,1.0,0.0,2,3
8,0.0,1.0,1632,1.0,2.0,2,3
35,0.0,1.0,1632,1.0,2.0,2,3
33,0.0,1.0,1632,1.0,2.0,2,3
10,0.0,1.0,1632,1.0,2.0,2,3
6,0.0,1.0,1632,1.0,2.0,2,3
23,0.0,0.0,1632,1.0,2.0,8,2
52,0.0,1.0,1632,1.0,2.0,2,3
34,0.0,0.0,1631,1.0,0.0,2,3
5,0.0,0.0,1631,1.0,0.0,2,3
45,0.0,0.0,1631,1.0,0.0,2,3
7,0.0,0.0,1631,1.0,0.0,2,3
38,0.0,0.0,1641,1.0,2.0,2,3
33,0.0,0.0,1641,1.0,2.0,2,3
5,0.0,0.0,1641,1.0,2.0,2,3
34,0.0,0.0,1641,1.0,2.0,2,3
41,0.0,0.0,1641,1.0,2.0,2,3
23,0.0,0.0,1641,1.0,2.0,2,3
42,0.0,0.0,1637,1.0,0.0,2,3
38,0.0,0.0,1637,1.0,0.0,2,3
31,0.0,0.0,1637,1.0,0.0,2,3
44,0.0,0.0,1633,1.0,1.0,2,3
38,0.0,0.0,1633,1.0,1.0,2,3
31,0.0,0.0,1641,1.0,2.0,2,3
34,0.0,0.0,1641,1.0,2.0,2,3
28,0.0,0.0,1641,1.0,2.0,2,3
33,0.0,0.0,1632,1.0,2.0,2,3
40,0.0,0.0,1632,1.0,2.0,2,3
50,0.0,0.0,1632,1.0,2.0,2,3
41,0.0,0.0,1632,1.0,2.0,2,3
46,0.0,0.0,1632,1.0,2.0,2,3
31,0.0,0.0,1632,1.0,2.0,2,3
34,0.0,0.0,1632,1.0,2.0,2,3
35,0.0,0.0,1632,1.0,2.0,2,3
51,0.0,0.0,1632,1.0,2.0,2,3
31,0.0,0.0,1632,1.0,2.0,2,3
42,0.0,0.0,1632,1.0,2.0,2,3
37,0.0,0.0,1632,1.0,2.0,2,3
34,0.0,0.0,1641,1.0,2.0,2,3
33,0.0,0.0,1641,1.0,2.0,2,3
42,0.0,0.0,1641,1.0,2.0,2,3
31,0.0,0.0,1641,1.0,2.0,2,3
31,0.0,0.0,1636,1.0,1.0,2,3
25,0.0,0.0,1636,1.0,1.0,2,3
13,0.0,0.0,1636,1.0,1.0,2,3
20,0.0,0.0,1636,1.0,1.0,2,3
25,0.0,0.0,1638,1.0,2.0,2,3
31,0.0,0.0,1638,1.0,2.0,2,3
34,0.0,0.0,1638,1.0,2.0,2,3
37,0.0,0.0,1638,1.0,2.0,2,3
6,0.0,0.0,1638,1.0,2.0,2,3
48,0.0,1.0,1641,1.0,2.0,2,3
42,0.0,1.0,1641,1.0,2.0,2,3
13,0.0,1.0,1641,1.0,2.0,2,3
31,0.0,1.0,1641,1.0,2.0,2,3
6,0.0,1.0,1641,1.0,2.0,2,3
47,0.0,1.0,1641,1.0,2.0,2,3
33,0.0,1.0,1641,1.0,2.0,2,3
53,0.0,0.0,1633,1.0,1.0,2,3
41,0.0,0.0,1633,1.0,1.0,2,3
34,0.0,0.0,1633,1.0,1.0,2,3
5,0.0,0.0,1633,1.0,1.0,2,3
32,0.0,0.0,1633,1.0,1.0,2,3
5,0.0,0.0,1633,1.0,1.0,2,3
34,0.0,0.0,1633,1.0,1.0,2,3
53,0.0,0.0,1633,1.0,1.0,2,3
42,0.0,0.0,1633,1.0,1.0,2,3
21,0.0,0.0,1633,1.0,1.0,2,3
13,0.0,0.0,1633,1.0,1.0,2,3
34,0.0,0.0,1636,1.0,1.0,2,3
28,0.0,0.0,1636,1.0,1.0,2,3
31,0.0,0.0,1636,1.0,1.0,2,3
32,0.0,0.0,1636,1.0,1.0,2,3
38,0.0,0.0,1613,1.0,1.0,2,3
42,0.0,0.0,1613,1.0,1.0,2,3
35,0.0,0.0,1613,1.0,1.0,2,3
40,0.0,0.0,1613,1.0,1.0,2,3
31,0.0,0.0,1613,1.0,1.0,2,3
38,0.0,0.0,1641,1.0,2.0,2,3
12,0.0,0.0,1641,1.0,2.0,2,3
55,0.0,0.0,1641,1.0,2.0,2,3
41,0.0,0.0,1641,1.0,2.0,2,3
47,0.0,0.0,1641,1.0,2.0,2,3
42,0.0,0.0,1641,1.0,2.0,2,3
33,0.0,0.0,1641,1.0,2.0,2,3
34,0.0,0.0,1638,1.0,2.0,2,3
44,0.0,0.0,1638,1.0,2.0,2,3
21,0.0,0.0,1638,1.0,2.0,2,3
33,0.0,0.0,1638,1.0,2.0,2,3
42,0.0,0.0,1638,1.0,2.0,2,3
25,0.0,0.0,1638,1.0,2.0,2,3
34,0.0,0.0,1635,1.0,2.0,2,3
31,0.0,0.0,1635,1.0,2.0,2,3
41,0.0,0.0,1635,1.0,2.0,2,3
35,0.0,1.0,1631,1.0,0.0,2,3
34,0.0,1.0,1631,1.0,0.0,2,3
42,0.0,1.0,1631,1.0,0.0,2,3
25,0.0,1.0,1631,1.0,0.0,2,3
36,0.0,1.0,1631,1.0,0.0,2,3
41,0.0,1.0,1631,1.0,0.0,2,3
52,0.0,1.0,1631,1.0,0.0,2,3
48,0.0,1.0,1631,1.0,0.0,2,3
13,0.0,1.0,1631,1.0,0.0,2,3
38,0.0,1.0,1631,1.0,0.0,2,3
31,0.0,1.0,1631,1.0,0.0,2,3
51,0.0,1.0,1631,1.0,0.0,2,3
28,0.0,1.0,1631,1.0,0.0,2,3
51,0.0,0.0,1638,1.0,2.0,2,3
37,0.0,0.0,1638,1.0,2.0,2,3
31,0.0,0.0,1638,1.0,2.0,2,3
6,0.0,0.0,1638,1.0,2.0,2,3
36,0.0,0.0,1638,1.0,2.0,2,3
38,0.0,0.0,1638,1.0,2.0,2,3
41,0.0,0.0,1632,1.0,2.0,2,3
25,0.0,0.0,1632,1.0,2.0,2,3
42,0.0,0.0,1632,1.0,2.0,2,3
34,0.0,0.0,1632,1.0,2.0,2,3
31,0.0,0.0,1632,1.0,2.0,2,3
35,0.0,0.0,1632,1.0,2.0,2,3
13,0.0,0.0,1635,1.0,2.0,2,3
26,0.0,0.0,1635,1.0,2.0,2,3
31,0.0,0.0,1635,1.0,2.0,2,3
33,0.0,0.0,1635,1.0,2.0,2,3
37,0.0,0.0,1635,1.0,2.0,2,3
38,0.0,0.0,1635,1.0,2.0,2,3
51,0.0,0.0,1635,1.0,2.0,2,3
25,0.0,0.0,1632,1.0,2.0,2,3
41,0.0,0.0,1632,1.0,2.0,2,3
31,0.0,0.0,1632,1.0,2.0,2,3
13,0.0,0.0,1632,1.0,2.0,2,3
42,0.0,0.0,1632,1.0,2.0,2,3
35,0.0,0.0,1632,1.0,2.0,2,3
5,0.0,0.0,1613,1.0,1.0,2,3
42,0.0,0.0,1613,1.0,1.0,2,3
31,0.0,0.0,1613,1.0,1.0,2,3
35,0.0,0.0,1613,1.0,1.0,2,3
44,0.0,0.0,1613,1.0,1.0,2,3
38,0.0,0.0,1613,1.0,1.0,2,3
40,0.0,0.0,1613,1.0,1.0,2,3
50,0.0,0.0,1635,1.0,2.0,2,3
38,0.0,0.0,1635,1.0,2.0,2,3
35,0.0,0.0,1635,1.0,2.0,2,3
31,0.0,0.0,1637,1.0,0.0,2,3
31,0.0,0.0,1632,1.0,2.0,2,3
42,0.0,0.0,1632,1.0,2.0,2,3
51,0.0,0.0,1614,1.0,0.0,2,3
28,0.0,0.0,1614,1.0,0.0,2,3
31,0.0,0.0,1614,1.0,0.0,2,3
33,0.0,0.0,1635,1.0,2.0,2,3
37,0.0,0.0,1635,1.0,2.0,2,3
28,0.0,0.0,1635,1.0,2.0,2,3
31,0.0,0.0,1635,1.0,2.0,2,3
42,0.0,0.0,1635,1.0,2.0,2,3
25,0.0,0.0,1635,1.0,2.0,2,3
21,0.0,0.0,1632,1.0,2.0,8,1
30,0.0,0.0,1635,1.0,2.0,2,3
15,0.0,0.0,1641,1.0,2.0,2,3
7,0.0,0.0,1641,1.0,2.0,2,3
35,0.0,0.0,1641,1.0,2.0,2,3
34,0.0,0.0,1641,1.0,2.0,2,3
31,0.0,0.0,1641,1.0,2.0,2,3
42,0.0,0.0,1641,1.0,2.0,2,3
33,0.0,0.0,1641,1.0,2.0,2,3
38,0.0,0.0,1641,1.0,2.0,2,3
31,0.0,0.0,1634,1.0,0.0,2,3
42,0.0,0.0,1634,1.0,0.0,2,3
34,0.0,0.0,1634,1.0,0.0,2,3
25,0.0,0.0,1634,1.0,0.0,2,3
33,0.0,0.0,1634,1.0,0.0,2,3
13,0.0,0.0,1634,1.0,0.0,2,3
38,0.0,0.0,1634,1.0,0.0,2,3
31,0.0,0.0,1632,1.0,2.0,2,3
42,0.0,0.0,1632,1.0,2.0,2,3
13,0.0,0.0,1632,1.0,2.0,2,3
35,0.0,0.0,1632,1.0,2.0,2,3
5,0.0,0.0,1641,1.0,2.0,2,3
38,0.0,0.0,1641,1.0,2.0,2,3
21,0.0,0.0,1641,1.0,2.0,2,3
42,0.0,0.0,1632,1.0,2.0,2,3
42,0.0,0.0,1630,1.0,1.0,2,3
44,0.0,0.0,1630,1.0,1.0,2,3
38,0.0,0.0,1630,1.0,1.0,2,3
42,0.0,0.0,1610,1.0,1.0,2,3
21,0.0,0.0,1610,1.0,1.0,2,3
27,0.0,0.0,1610,1.0,1.0,2,3
41,0.0,0.0,1610,1.0,1.0,2,3
31,0.0,0.0,1610,1.0,1.0,2,3
6,0.0,0.0,1615,1.0,2.0,2,3
55,0.0,0.0,1615,1.0,2.0,2,3
47,0.0,0.0,1615,1.0,2.0,2,3
5,0.0,0.0,1615,1.0,2.0,2,3
24,0.0,0.0,1615,1.0,2.0,2,3
31,0.0,0.0,1615,1.0,2.0,2,3
38,0.0,0.0,1638,1.0,2.0,2,3
28,0.0,0.0,1638,1.0,2.0,2,3
33,0.0,0.0,1638,1.0,2.0,2,3
34,0.0,0.0,1638,1.0,2.0,2,3
42,0.0,0.0,1638,1.0,2.0,2,3
24,0.0,0.0,1638,1.0,2.0,2,3
40,0.0,0.0,1638,1.0,2.0,2,3
27,0.0,0.0,1638,1.0,2.0,2,3
5,0.0,0.0,1638,1.0,2.0,2,3
21,0.0,0.0,1638,1.0,2.0,2,3
38,0.0,0.0,1638,1.0,2.0,2,3
42,0.0,0.0,1638,1.0,2.0,2,3
33,0.0,0.0,1638,1.0,2.0,2,3
53,0.0,0.0,1632,1.0,2.0,2,3
50,0.0,0.0,1632,1.0,2.0,2,3
33,0.0,0.0,1632,1.0,2.0,2,3
6,0.0,0.0,1632,1.0,2.0,2,3
31,0.0,0.0,1632,1.0,2.0,2,3
42,0.0,0.0,1610,1.0,1.0,2,3
53,0.0,0.0,1632,1.0,2.0,2,3
48,0.0,0.0,1632,1.0,2.0,2,3
42,0.0,0.0,1632,1.0,2.0,2,3
51,0.0,0.0,1632,1.0,2.0,2,3
34,0.0,1.0,1635,1.0,2.0,2,3
28,0.0,1.0,1635,1.0,2.0,2,3
13,0.0,1.0,1635,1.0,2.0,2,3
25,0.0,1.0,1635,1.0,2.0,2,3
33,0.0,1.0,1635,1.0,2.0,2,3
42,0.0,1.0,1635,1.0,2.0,2,3
6,0.0,1.0,1635,1.0,2.0,2,3
52,0.0,1.0,1635,1.0,2.0,2,3
5,0.0,1.0,1635,1.0,2.0,2,3
40,0.0,1.0,1635,1.0,2.0,2,3
34,0.0,0.0,1632,1.0,2.0,2,3
33,0.0,0.0,1632,1.0,2.0,2,3
30,0.0,0.0,1632,1.0,2.0,2,3
25,0.0,0.0,1632,1.0,2.0,2,3
35,0.0,0.0,1632,1.0,2.0,2,3
32,0.0,0.0,1632,1.0,2.0,2,3
41,0.0,0.0,1632,1.0,2.0,2,3
31,0.0,0.0,1633,1.0,1.0,2,3
42,0.0,0.0,1633,1.0,1.0,2,3
38,0.0,0.0,1633,1.0,1.0,2,3
34,0.0,0.0,1633,1.0,1.0,2,3
13,0.0,0.0,1633,1.0,1.0,2,3
34,0.0,0.0,1638,1.0,2.0,2,3
42,0.0,0.0,1638,1.0,2.0,2,3
37,0.0,0.0,1638,1.0,2.0,2,3
21,0.0,0.0,1638,1.0,2.0,2,3
33,0.0,0.0,1638,1.0,2.0,2,3
31,0.0,0.0,1638,1.0,2.0,2,3
25,0.0,0.0,1632,1.0,2.0,2,3
37,0.0,0.0,1632,1.0,2.0,2,3
42,0.0,0.0,1632,1.0,2.0,2,3
5,0.0,0.0,1632,1.0,2.0,2,3
31,0.0,0.0,1632,1.0,2.0,2,3
42,0.0,0.0,1610,1.0,1.0,2,3
42,0.0,0.0,1641,1.0,2.0,2,3
33,0.0,0.0,1641,1.0,2.0,2,3
38,0.0,0.0,1641,1.0,2.0,2,3
28,0.0,0.0,1641,1.0,2.0,2,3
31,0.0,0.0,1641,1.0,2.0,2,3
13,0.0,0.0,1641,1.0,2.0,2,3
46,0.0,0.0,1635,1.0,2.0,2,3
31,0.0,0.0,1635,1.0,2.0,2,3
25,0.0,0.0,1635,1.0,2.0,2,3
37,0.0,0.0,1635,1.0,2.0,2,3
41,0.0,0.0,1635,1.0,2.0,2,3
21,0.0,0.0,1635,1.0,2.0,2,3
42,0.0,0.0,1635,1.0,2.0,2,3
34,0.0,0.0,1635,1.0,2.0,2,3
38,0.0,0.0,1635,1.0,2.0,2,3
32,0.0,0.0,1636,1.0,1.0,2,3
36,0.0,0.0,1636,1.0,1.0,2,3
37,0.0,0.0,1636,1.0,1.0,2,3
38,0.0,0.0,1636,1.0,1.0,2,3
34,0.0,0.0,1636,1.0,1.0,2,3
28,0.0,0.0,1641,1.0,2.0,2,3
34,0.0,0.0,1641,1.0,2.0,2,3
37,0.0,0.0,1641,1.0,2.0,2,3
42,0.0,0.0,1641,1.0,2.0,2,3
41,0.0,0.0,1641,1.0,2.0,2,3
33,0.0,0.0,1641,1.0,2.0,2,3
37,0.0,0.0,1633,1.0,1.0,2,3
41,0.0,0.0,1633,1.0,1.0,2,3
32,0.0,0.0,1633,1.0,1.0,2,3
31,0.0,0.0,1635,1.0,2.0,2,3
42,0.0,0.0,1635,1.0,2.0,2,3
33,0.0,0.0,1631,1.0,0.0,2,3
6,0.0,0.0,1631,1.0,0.0,2,3
20,0.0,0.0,1635,401.0,2.0,2,3
37,0.0,0.0,1635,401.0,2.0,2,3
31,0.0,0.0,1635,401.0,2.0,2,3
38,0.0,0.0,1635,401.0,2.0,2,3
34,0.0,0.0,1635,401.0,2.0,2,3
35,0.0,0.0,1638,1.0,2.0,2,3
42,0.0,0.0,1638,1.0,2.0,2,3
36,0.0,0.0,1638,1.0,2.0,2,3
21,0.0,0.0,1638,1.0,2.0,2,3
31,0.0,0.0,1638,1.0,2.0,2,3
47,0.0,0.0,1638,1.0,2.0,2,3
6,0.0,0.0,1638,1.0,2.0,2,3
40,0.0,0.0,1615,1.0,2.0,2,3
5,0.0,0.0,1615,1.0,2.0,2,3
27,0.0,0.0,1615,1.0,2.0,2,3
42,0.0,0.0,1615,1.0,2.0,2,3
4,0.0,0.0,1615,1.0,2.0,2,3
33,0.0,0.0,1615,1.0,2.0,2,3
31,0.0,0.0,1631,1.0,0.0,2,3
32,0.0,0.0,1631,1.0,0.0,2,3
42,0.0,0.0,1631,1.0,0.0,2,3
42,0.0,0.0,1632,1.0,2.0,2,3
37,0.0,0.0,1632,1.0,2.0,2,3
33,0.0,0.0,1632,1.0,2.0,2,3
25,0.0,0.0,1632,1.0,2.0,2,3
40,0.0,0.0,1632,1.0,2.0,2,3
13,0.0,0.0,1632,1.0,2.0,2,3
21,0.0,0.0,1632,1.0,2.0,2,3
42,0.0,0.0,1632,1.0,2.0,2,2
31,0.0,0.0,1632,1.0,2.0,2,2
40,0.0,0.0,1632,1.0,2.0,2,2
38,0.0,0.0,1632,1.0,2.0,2,2
42,0.0,0.0,1612,1.0,2.0,2,2
42,0.0,0.0,1635,1.0,2.0,2,2
35,0.0,0.0,1635,1.0,2.0,2,2
38,0.0,0.0,1635,1.0,2.0,2,2
41,0.0,0.0,1635,1.0,2.0,2,2
32,0.0,0.0,1638,1.0,2.0,2,2
42,0.0,0.0,1638,1.0,2.0,2,2
31,0.0,0.0,1638,1.0,2.0,2,2
41,0.0,0.0,1635,1.0,2.0,2,2
13,0.0,0.0,1635,1.0,2.0,2,2
42,0.0,0.0,1635,1.0,2.0,2,2
33,0.0,0.0,1635,1.0,2.0,2,2
31,0.0,0.0,1635,1.0,2.0,2,2
34,0.0,0.0,1635,1.0,2.0,2,2
38,0.0,0.0,1635,1.0,2.0,2,2
42,0.0,0.0,1635,1.0,2.0,2,2
32,0.0,0.0,1635,1.0,2.0,2,2
53,0.0,0.0,1635,1.0,2.0,2,2
3,0.0,0.0,1635,1.0,2.0,2,2
33,0.0,0.0,1635,1.0,2.0,2,2
31,0.0,0.0,1610,1.0,1.0,2,2
28,0.0,0.0,1610,1.0,1.0,2,2
42,0.0,0.0,1610,1.0,1.0,2,2
33,0.0,0.0,1610,1.0,1.0,2,2
38,0.0,0.0,1632,1.0,2.0,2,2
42,0.0,0.0,1632,1.0,2.0,2,2
5,0.0,0.0,1613,1.0,1.0,2,2
42,0.0,0.0,1613,1.0,1.0,2,2
41,0.0,0.0,1613,1.0,1.0,2,2
38,0.0,0.0,1613,1.0,1.0,2,2
51,0.0,0.0,1635,1.0,2.0,2,2
42,0.0,0.0,1635,1.0,2.0,2,2
5,0.0,0.0,1635,1.0,2.0,2,2
38,0.0,0.0,1635,1.0,2.0,2,2
31,0.0,0.0,1635,1.0,2.0,2,2
